DATE,CRSPLCV1,CRSPLCVT
20160823,1494.55,1658.03
20160824,1489.79,1652.79
20160825,1488.61,1651.53
20160826,1484.69,1647.24
20160829,1494.85,1658.69
20160830,1494.46,1658.45
20160831,1490.95,1655.04
20160901,1488.98,1652.84
20160902,1496.20,1660.98
20160906,1498.97,1664.09
20160907,1498.45,1664.10
20160908,1499.16,1664.92
20160909,1464.37,1626.32
20160912,1483.89,1648.04
20160913,1458.90,1620.77
20160914,1453.76,1615.10
20160915,1466.72,1629.91
20160916,1460.87,1623.42
20160919,1462.29,1625.04
20160920,1460.81,1623.44
20160921,1477.24,1641.72
20160922,1484.97,1650.35
20160923,1477.20,1641.71
20160926,1463.97,1627.02
20160927,1473.09,1637.18
20160928,1483.90,1649.78
20160929,1469.30,1633.62
20160930,1481.86,1647.59
20161003,1477.06,1642.52
20161004,1468.85,1633.67
20161005,1478.12,1645.02
20161006,1478.11,1645.06
20161007,1473.23,1639.65
20161010,1480.58,1647.83
20161011,1462.99,1628.27
20161012,1463.72,1629.15
20161013,1458.51,1623.45
20161014,1459.85,1624.94
20161017,1456.39,1621.09
20161018,1464.23,1629.81
20161019,1467.10,1633.31
20161020,1463.88,1629.87
20161021,1461.76,1627.52
20161024,1466.55,1632.86
20161025,1465.70,1632.02
20161026,1468.55,1635.19
20161027,1466.14,1632.63
20161028,1461.44,1627.51
20161031,1462.67,1628.88
20161101,1453.91,1619.15
20161102,1445.44,1610.04
20161103,1441.09,1605.66
20161104,1438.19,1602.43
20161107,1469.83,1637.72
20161108,1473.45,1643.14
20161109,1498.86,1671.54
20161110,1512.94,1687.51
20161111,1511.18,1685.54
20161114,1520.53,1696.19
20161115,1531.33,1708.80
20161116,1522.88,1700.02
20161117,1528.10,1706.00
20161118,1525.34,1703.40
20161121,1535.15,1714.36
20161122,1539.87,1719.73
20161123,1542.21,1722.41
20161125,1549.67,1730.79
20161128,1541.17,1721.45
20161129,1541.84,1722.42
20161130,1544.74,1726.22
20161201,1548.93,1730.98
20161202,1547.81,1729.73
20161205,1555.51,1738.55
20161206,1562.00,1745.87
20161207,1583.69,1770.58
20161208,1586.39,1773.63
20161209,1595.26,1783.56
20161212,1595.84,1784.31
20161213,1604.04,1793.81
20161214,1588.39,1776.37
20161215,1596.73,1785.77
20161216,1595.37,1784.27
20161219,1598.42,1787.74
20161220,1604.61,1794.77
20161221,1600.49,1790.16
20161222,1599.02,1788.93
20161223,1600.75,1790.95
20161227,1602.89,1793.36
20161228,1588.82,1778.10
20161229,1587.72,1776.97
20161230,1582.90,1771.63
20170103,1596.36,1786.73
20170104,1603.76,1795.59
20170105,1597.99,1789.13
20170106,1599.00,1791.23
20170109,1588.86,1779.89
20170110,1589.06,1780.13
20170111,1595.75,1787.70
20170112,1590.62,1782.00
20170113,1592.83,1784.48
20170117,1584.60,1775.26
20170118,1586.43,1777.82
20170119,1580.23,1770.88
20170120,1587.48,1779.09
20170123,1580.69,1771.50
20170124,1592.74,1785.00
20170125,1604.70,1798.42
20170126,1603.96,1797.64
20170127,1602.32,1795.89
20170130,1592.39,1784.83
20170131,1590.77,1783.03
20170201,1586.03,1778.44
20170202,1586.18,1778.78
20170203,1600.41,1794.99
20170206,1596.18,1790.25
20170207,1594.07,1787.94
20170208,1592.40,1786.98
20170209,1603.33,1799.34
20170210,1608.92,1805.71
20170213,1619.10,1817.69
20170214,1626.28,1826.70
20170215,1633.75,1835.35
20170216,1633.14,1834.87
20170217,1633.30,1835.11
20170221,1643.82,1846.92
20170222,1641.57,1844.57
20170223,1644.67,1848.41
20170224,1645.35,1849.80
20170227,1646.42,1851.19
20170228,1643.03,1847.45
20170301,1666.32,1874.13
20170302,1654.36,1860.85
20170303,1655.21,1861.81
20170306,1649.00,1854.88
20170307,1643.34,1848.54
20170308,1637.98,1843.28
20170309,1639.50,1844.99
20170310,1644.46,1850.63
20170313,1643.12,1849.66
20170314,1637.20,1843.00
20170315,1650.62,1858.14
20170316,1647.98,1855.22
20170317,1644.63,1851.45
20170320,1638.74,1844.91
20170321,1616.36,1819.76
20170322,1617.59,1821.17
20170323,1616.64,1820.14
20170324,1613.77,1816.90
20170327,1610.18,1812.86
20170328,1623.27,1827.59
20170329,1622.33,1827.14
20170330,1630.36,1836.28
20170331,1624.50,1829.68
20170403,1621.43,1826.25
20170404,1623.23,1828.82
20170405,1617.28,1822.22
20170406,1620.65,1826.99
20170407,1618.44,1824.50
20170410,1619.17,1825.43
20170411,1618.27,1824.52
20170412,1611.70,1817.16
20170413,1597.87,1801.56
20170417,1611.05,1816.44
20170418,1603.98,1808.56
20170419,1598.67,1802.98
20170420,1611.35,1817.35
20170421,1604.98,1810.17
20170424,1624.46,1832.14
20170425,1632.97,1841.74
20170426,1631.94,1840.64
20170427,1628.82,1837.37
20170428,1621.89,1829.58
20170501,1621.55,1829.20
20170502,1620.86,1828.43
20170503,1621.72,1830.05
20170504,1621.31,1829.73
20170505,1627.97,1837.26
20170508,1626.26,1835.63
20170509,1621.57,1830.38
20170510,1624.43,1834.82
20170511,1619.33,1829.46
20170512,1613.22,1822.61
20170515,1622.08,1832.80
20170516,1620.17,1831.19
20170517,1590.69,1798.63
20170518,1593.25,1801.53
20170519,1605.65,1815.62
20170522,1612.50,1823.40
20170523,1618.25,1829.92
20170524,1619.69,1831.63
20170525,1623.23,1836.11
20170526,1623.59,1836.76
20170530,1620.33,1833.34
20170531,1618.62,1831.85
20170601,1632.75,1848.03
20170602,1633.96,1849.40
20170605,1632.38,1847.66
20170606,1629.32,1844.22
20170607,1630.66,1846.24
20170608,1632.60,1848.46
20170609,1645.76,1863.37
20170612,1647.96,1866.02
20170613,1653.40,1872.63
20170614,1651.76,1870.82
20170615,1648.60,1867.77
20170616,1651.22,1870.74
20170619,1660.81,1881.63
20170620,1649.55,1868.91
20170621,1642.66,1861.13
20170622,1641.24,1859.56
20170623,1642.63,1861.13
20170626,1645.92,1864.89
20170627,1637.27,1855.10
20170628,1649.26,1869.29
20170629,1640.82,1859.82
20170630,1643.77,1863.21
20170703,1654.72,1875.94
20170705,1653.90,1875.39
20170706,1638.15,1858.52
20170707,1645.79,1867.20
20170710,1644.34,1865.54
20170711,1641.19,1862.03
20170712,1650.11,1872.24
20170713,1653.20,1875.80
20170714,1658.88,1882.25
20170717,1659.05,1882.50
20170718,1656.18,1879.31
20170719,1663.51,1887.94
20170720,1664.13,1888.89
20170721,1661.47,1885.87
20170724,1657.21,1881.03
20170725,1666.51,1891.59
20170726,1663.69,1888.40
20170727,1665.78,1891.07
20170728,1664.05,1889.19
20170731,1666.73,1892.25
20170801,1671.11,1897.24
20170802,1670.58,1897.29
20170803,1669.52,1896.71
20170804,1673.92,1901.72
20170807,1673.32,1901.11
20170808,1670.03,1897.69
20170809,1669.06,1896.92
20170810,1649.10,1874.82
20170811,1646.95,1872.58
20170814,1661.90,1889.75
20170815,1660.54,1888.83
20170816,1660.95,1890.03
20170817,1636.48,1862.31
20170818,1633.04,1858.46
20170821,1634.62,1860.34
20170822,1648.76,1876.48
20170823,1644.63,1871.91
20170824,1642.24,1869.25
20170825,1646.79,1874.81
20170828,1644.76,1872.65
20170829,1644.06,1872.06
20170830,1647.26,1876.40
20170831,1653.90,1884.02
20170901,1658.46,1889.30
20170905,1642.40,1871.01
20170906,1647.16,1876.44
20170907,1641.41,1870.47
20170908,1641.59,1870.80
20170911,1661.95,1894.01
20170912,1669.87,1903.14
20170913,1673.05,1906.80
20170914,1673.81,1908.17
20170915,1679.00,1914.50
20170918,1684.77,1921.12
20170919,1688.57,1925.49
20170920,1691.47,1928.85
20170921,1688.36,1925.37
20170922,1690.15,1927.47
20170925,1692.05,1929.64
20170926,1691.13,1928.60
20170927,1695.54,1933.63
20170928,1697.21,1936.06
20170929,1700.85,1940.28
20171002,1710.74,1951.57
20171003,1715.06,1956.53
20171004,1716.44,1958.35
20171005,1724.52,1968.02
20171006,1720.70,1964.70
20171009,1716.18,1959.55
20171010,1721.66,1965.85
20171011,1721.82,1966.09
20171012,1717.42,1961.19
20171013,1717.54,1961.38
20171016,1721.08,1965.49
20171017,1723.24,1967.95
20171018,1727.04,1972.30
20171019,1731.17,1977.31
20171020,1743.45,1991.53
20171023,1739.37,1986.95
20171024,1742.25,1990.25
20171025,1731.78,1978.29
20171026,1736.98,1984.23
20171027,1741.11,1988.96
20171030,1730.14,1976.61
20171031,1729.07,1975.46
20171101,1733.83,1980.91
20171102,1737.35,1985.31
20171103,1737.58,1985.91
20171106,1736.64,1985.09
20171107,1734.50,1982.67
20171108,1734.11,1982.24
20171109,1727.38,1975.34
20171110,1725.07,1973.32
20171113,1726.62,1975.15
20171114,1722.47,1970.88
20171115,1714.64,1962.58
20171116,1726.26,1976.77
20171117,1722.67,1972.79
20171120,1726.17,1976.87
20171121,1733.36,1985.13
20171122,1731.53,1983.15
20171124,1732.95,1984.93
20171127,1732.71,1985.05
20171128,1757.98,2014.15
20171129,1771.25,2029.54
20171130,1784.22,2045.28
20171201,1782.95,2043.88
20171204,1788.91,2050.78
20171205,1779.05,2039.51
20171206,1776.79,2036.94
20171207,1779.75,2040.90
20171208,1792.06,2055.11
20171211,1796.79,2060.55
20171212,1802.79,2067.52
20171213,1798.97,2063.15
20171214,1788.14,2051.10
20171215,1803.89,2069.31
20171218,1812.54,2079.26
20171219,1807.76,2073.81
20171220,1808.16,2074.43
20171221,1813.95,2081.07
20171222,1813.45,2080.51
20171226,1812.41,2079.49
20171227,1813.33,2080.58
20171228,1817.45,2085.84
20171229,1808.40,2075.59
20180102,1817.18,2085.73
20180103,1823.99,2093.55
20180104,1833.90,2105.56
20180105,1843.55,2116.63
20180108,1845.13,2118.46
20180109,1847.00,2121.75
20180110,1846.90,2121.67
20180111,1860.13,2136.94
20180112,1873.44,2152.24
20180116,1867.09,2145.00
20180117,1883.93,2164.35
20180118,1879.78,2159.90
20180119,1886.11,2167.26
20180122,1901.26,2184.67
20180123,1900.19,2183.53
20180124,1902.98,2186.74
20180125,1906.21,2190.47
20180126,1928.23,2215.82
20180129,1917.33,2203.45
20180130,1893.12,2175.74
20180131,1892.53,2175.14
20180201,1896.15,2180.08
20180202,1854.34,2132.24
20180205,1774.34,2040.25
20180206,1800.85,2071.01
20180207,1797.25,2066.91
20180208,1731.05,1991.21
20180209,1756.84,2021.52
20180212,1778.94,2047.03
20180213,1783.99,2052.93
20180214,1805.48,2078.61
20180215,1823.27,2099.77
20180216,1825.52,2102.56
20180220,1810.42,2085.42
20180221,1798.27,2071.47
20180222,1798.66,2072.14
20180223,1826.14,2103.97
20180226,1848.46,2130.17
20180227,1827.82,2106.79
20180228,1804.53,2080.19
20180301,1780.88,2053.44
20180302,1788.34,2062.32
20180305,1808.72,2085.86
20180306,1811.10,2088.66
20180307,1807.83,2084.93
20180308,1813.18,2091.82
20180309,1843.56,2126.94
20180312,1837.22,2119.63
20180313,1826.52,2107.43
20180314,1812.36,2091.58
20180315,1811.80,2091.06
20180316,1818.00,2098.32
20180319,1795.99,2072.93
20180320,1794.37,2071.11
20180321,1793.68,2070.37
20180322,1749.23,2019.10
20180323,1712.44,1976.67
20180326,1758.57,2029.92
20180327,1737.33,2005.41
20180328,1736.44,2004.90
20180329,1756.37,2028.05
20180402,1719.44,1985.42
20180403,1742.95,2012.59
20180404,1762.44,2035.36
20180405,1774.47,2049.65
20180406,1737.96,2007.47
20180409,1742.86,2014.17
20180410,1770.57,2046.25
20180411,1758.68,2032.52
20180412,1775.02,2051.57
20180413,1768.72,2044.36
20180416,1784.26,2062.41
20180417,1795.67,2075.60
20180418,1795.21,2075.07
20180419,1791.94,2071.69
20180420,1781.44,2059.73
20180423,1783.94,2062.62
20180424,1768.89,2045.23
20180425,1770.91,2047.55
20180426,1778.95,2056.86
20180427,1781.91,2060.52
20180430,1761.71,2037.26
20180501,1759.44,2034.65
20180502,1741.55,2013.96
20180503,1734.56,2006.28
20180504,1752.45,2027.51
20180507,1755.74,2031.38
20180508,1754.85,2030.35
20180509,1770.01,2048.25
20180510,1786.61,2068.11
20180511,1790.86,2073.73
20180514,1794.07,2077.55
20180515,1786.08,2068.45
20180516,1792.20,2076.44
20180517,1790.76,2075.54
20180518,1783.77,2067.61
20180521,1798.20,2084.42
20180522,1795.33,2081.14
20180523,1795.82,2081.75
20180524,1789.97,2075.05
20180525,1784.08,2068.64
20180529,1758.01,2038.58
20180530,1782.85,2067.75
20180531,1767.01,2050.08
20180601,1784.20,2070.20
20180604,1788.68,2075.48
20180605,1787.62,2074.32
20180606,1804.39,2093.80
20180607,1808.26,2098.80
20180608,1814.54,2106.15
20180611,1815.88,2107.71
20180612,1814.36,2106.04
20180613,1806.63,2097.15
20180614,1804.25,2095.15
20180615,1802.58,2093.59
20180618,1796.57,2086.61
20180619,1791.92,2081.30
20180620,1791.14,2080.40
20180621,1781.43,2069.17
20180622,1788.01,2076.90
20180625,1771.91,2058.20
20180626,1771.67,2057.93
20180627,1760.20,2044.60
20180628,1767.38,2053.31
20180629,1767.49,2053.63
20180702,1771.63,2058.47
20180703,1766.98,2053.06
20180705,1779.68,2068.52
20180706,1791.09,2081.79
20180709,1806.78,2101.13
20180710,1814.78,2110.48
20180711,1799.19,2092.36
20180712,1810.37,2105.49
20180713,1811.32,2106.59
20180716,1812.30,2107.81
20180717,1817.30,2113.62
20180718,1824.59,2122.10
20180719,1815.25,2111.63
20180720,1813.76,2110.05
20180723,1819.41,2116.63
20180724,1828.52,2127.33
20180725,1840.53,2141.34
20180726,1847.00,2148.89
20180727,1841.67,2142.70
20180730,1840.27,2141.29
20180731,1847.77,2150.09
20180801,1838.70,2139.55
20180802,1842.73,2144.65
20180803,1855.19,2159.59
20180806,1859.74,2165.26
20180807,1865.61,2172.10
20180808,1864.62,2170.98
20180809,1860.25,2166.74
20180810,1847.19,2152.11
20180813,1836.74,2140.00
20180814,1848.42,2153.83
20180815,1836.56,2140.67
20180816,1855.69,2163.90
20180817,1864.12,2173.92
20180820,1870.23,2181.17
20180821,1872.14,2183.49
20180822,1867.43,2178.05
20180823,1863.04,2172.99
20180824,1871.30,2182.67
20180827,1885.01,2199.11
20180828,1884.48,2198.50
20180829,1889.70,2204.73
20180830,1879.66,2193.48
20180831,1878.29,2192.02
20180904,1875.10,2188.54
20180905,1878.57,2192.65
20180906,1874.22,2188.62
20180907,1869.80,2183.66
20180910,1873.35,2187.81
20180911,1875.78,2190.81
20180912,1878.96,2194.53
20180913,1886.20,2203.66
20180914,1889.76,2208.34
20180917,1888.12,2206.45
20180918,1895.27,2214.89
20180919,1899.66,2220.03
20180920,1914.34,2237.33
20180921,1917.66,2241.28
20180924,1905.00,2226.48
20180925,1896.13,2216.11
20180926,1886.34,2204.68
20180927,1886.15,2204.93
20180928,1885.19,2203.97
20181001,1893.25,2213.43
20181002,1897.58,2218.48
20181003,1899.64,2220.89
20181004,1895.26,2216.63
20181005,1889.40,2209.78
20181008,1895.19,2216.55
20181009,1888.91,2210.37
20181010,1838.89,2151.83
20181011,1794.41,2099.80
20181012,1808.31,2116.21
20181015,1802.40,2109.39
20181016,1835.46,2148.17
20181017,1836.94,2149.90
20181018,1818.81,2128.99
20181019,1820.77,2131.37
20181022,1807.19,2115.57
20181023,1796.24,2102.87
20181024,1748.35,2046.80
20181025,1772.39,2074.95
20181026,1749.84,2048.56
20181029,1751.20,2050.21
20181030,1777.33,2080.99
20181031,1789.05,2094.78
20181101,1801.79,2109.79
20181102,1797.61,2105.19
20181105,1817.45,2128.49
20181106,1827.37,2140.42
20181107,1858.73,2177.18
20181108,1855.56,2174.66
20181109,1841.85,2158.68
20181112,1816.42,2128.88
20181113,1815.16,2128.06
20181114,1799.73,2110.83
20181115,1815.91,2130.75
20181116,1824.99,2141.61
20181119,1812.11,2126.57
20181120,1777.31,2085.93
20181121,1778.86,2087.86
20181123,1769.82,2077.44
20181126,1794.65,2107.01
20181127,1801.33,2114.88
20181128,1833.23,2152.34
20181129,1827.78,2146.73
20181130,1843.63,2165.70
20181203,1855.83,2180.04
20181204,1802.15,2117.04
20181206,1793.82,2108.37
20181207,1757.09,2065.42
20181210,1754.44,2062.33
20181211,1752.43,2060.09
20181212,1758.57,2067.35
20181213,1759.02,2068.19
20181214,1728.74,2032.95
20181217,1695.19,1993.60
20181218,1688.66,1985.95
20181219,1669.20,1963.10
20181220,1646.83,1936.87
20181221,1621.48,1907.06
20181224,1573.25,1850.47
20181226,1640.43,1929.49
20181227,1656.24,1948.17
20181228,1654.77,1946.97
20181231,1668.59,1963.51
20190102,1670.79,1966.09
20190103,1639.52,1930.14
20190104,1687.84,1987.03
20190107,1696.21,1996.87
20190108,1709.01,2011.97
20190109,1711.25,2015.79
20190110,1717.61,2023.29
20190111,1721.03,2027.31
20190114,1714.43,2019.67
20190115,1727.40,2035.04
20190116,1734.04,2042.93
20190117,1746.51,2057.97
20190118,1770.53,2086.36
20190122,1750.12,2062.33
20190123,1755.93,2069.17
20190124,1755.20,2068.43
20190125,1764.64,2079.61
20190128,1754.28,2067.40
20190129,1757.21,2070.87
20190130,1773.22,2090.03
20190131,1782.46,2101.72
20190201,1787.79,2108.53
20190204,1794.43,2116.41
20190205,1797.78,2120.38
20190206,1796.57,2119.27
20190207,1781.74,2102.10
20190208,1780.01,2100.82
20190211,1781.37,2102.44
20190212,1804.03,2129.40
20190213,1809.22,2135.65
20190214,1800.01,2125.92
20190215,1825.64,2156.49
20190219,1829.43,2161.27
20190220,1834.71,2167.92
20190221,1829.84,2162.43
20190222,1837.89,2171.99
20190225,1840.39,2175.37
20190226,1837.85,2172.38
20190227,1835.37,2169.94
20190228,1828.69,2162.87
20190301,1837.31,2173.23
20190304,1828.47,2162.88
20190305,1825.34,2159.24
20190306,1812.47,2144.20
20190307,1800.92,2131.16
20190308,1797.55,2127.43
20190311,1820.15,2154.23
20190312,1824.48,2159.46
20190313,1837.85,2175.29
20190314,1835.22,2173.23
20190315,1841.95,2181.34
20190318,1851.88,2193.10
20190319,1848.41,2189.14
20190320,1832.49,2170.28
20190321,1846.72,2187.28
20190322,1815.59,2150.72
20190325,1812.69,2147.28
20190326,1828.48,2166.00
20190327,1820.35,2156.37
20190328,1824.59,2162.01
20190329,1835.22,2174.77
20190401,1856.92,2200.51
20190402,1851.65,2194.27
20190403,1852.87,2195.71
20190404,1859.43,2204.37
20190405,1867.74,2214.23
20190408,1869.46,2216.27
20190409,1855.40,2200.89
20190410,1860.49,2207.05
20190411,1861.20,2207.93
20190412,1872.35,2221.28
20190415,1870.89,2219.62
20190416,1874.65,2224.08
20190417,1869.95,2218.85
20190418,1870.61,2219.72
20190422,1869.96,2219.07
20190423,1882.81,2234.43
20190424,1877.53,2228.17
20190425,1871.75,2221.31
20190426,1881.70,2233.19
20190429,1885.31,2237.69
20190430,1894.20,2248.35
20190501,1879.39,2230.80
20190502,1874.97,2225.72
20190503,1889.75,2243.54
20190506,1881.99,2234.68
20190507,1854.54,2202.13
20190508,1848.78,2195.32
20190509,1844.10,2191.03
20190510,1853.98,2203.59
20190513,1816.68,2159.39
20190514,1827.98,2173.17
20190515,1831.61,2177.61
20190516,1846.27,2196.06
20190517,1838.36,2186.97
20190520,1835.68,2183.81
20190521,1849.26,2200.00
20190522,1842.93,2192.51
20190523,1823.34,2169.44
20190524,1827.53,2175.03
20190528,1804.24,2147.33
20190529,1793.71,2134.88
20190530,1792.52,2133.84
20190531,1769.05,2106.31
20190603,1786.29,2126.87
20190604,1820.88,2168.22
20190605,1832.07,2181.79
20190606,1841.55,2194.16
20190607,1851.29,2206.06
20190610,1857.38,2213.31
20190611,1856.27,2212.10
20190612,1853.16,2208.42
20190613,1860.66,2218.31
20190614,1858.66,2216.48
20190617,1854.92,2212.02
20190618,1871.02,2231.33
20190619,1875.50,2236.68
20190620,1891.96,2256.39
20190621,1891.12,2255.45
20190624,1888.65,2252.50
20190625,1880.26,2242.50
20190626,1873.03,2233.88
20190627,1879.85,2242.62
20190628,1891.97,2257.26
20190701,1903.17,2270.64
20190702,1906.65,2274.80
20190703,1920.80,2292.60
20190705,1917.88,2289.41
20190708,1909.77,2279.73
20190709,1907.02,2277.72
20190710,1911.10,2282.59
20190711,1915.70,2288.10
20190712,1924.06,2298.36
20190715,1922.67,2296.70
20190716,1917.49,2290.60
20190717,1902.32,2272.48
20190718,1911.77,2284.20
20190719,1901.42,2271.99
20190722,1900.90,2271.48
20190723,1915.86,2289.35
20190724,1923.33,2298.44
20190725,1915.51,2289.11
20190726,1925.88,2301.57
20190729,1925.77,2301.46
20190730,1921.82,2297.04
20190731,1902.61,2274.16
20190801,1880.13,2247.70
20190802,1870.18,2236.20
20190805,1821.56,2178.19
20190806,1841.15,2201.92
20190807,1836.78,2196.74
20190808,1864.51,2230.76
20190809,1854.83,2219.22
20190812,1831.74,2192.31
20190813,1853.26,2218.22
20190814,1799.87,2154.81
20190815,1800.21,2155.72
20190816,1826.30,2187.51
20190819,1845.40,2210.63
20190820,1826.12,2187.78
20190821,1838.29,2202.48
20190822,1839.13,2203.56
20190823,1794.65,2150.28
20190826,1811.61,2171.10
20190827,1802.22,2159.87
20190828,1816.98,2177.68
20190829,1836.49,2201.55
20190830,1841.82,2208.12
20190903,1833.78,2198.75
20190904,1851.59,2220.21
20190905,1870.76,2244.19
20190906,1875.21,2249.64
20190909,1887.68,2264.89
20190910,1898.84,2278.39
20190911,1913.71,2296.39
20190912,1914.25,2297.40
20190913,1916.86,2301.72
20190916,1911.25,2295.06
20190917,1911.04,2294.89
20190918,1911.06,2294.93
20190919,1909.43,2293.15
20190920,1906.50,2289.64
20190923,1906.57,2289.72
20190924,1893.37,2274.18
20190925,1900.63,2282.90
20190926,1894.83,2276.08
20190927,1893.97,2275.63
20190930,1899.72,2282.72
20191001,1872.76,2250.35
20191002,1838.68,2209.39
20191003,1848.19,2221.79
20191004,1873.90,2252.70
20191007,1865.31,2242.37
20191008,1835.33,2206.39
20191009,1848.43,2223.46
20191010,1860.95,2238.56
20191011,1880.39,2262.34
20191014,1876.91,2258.15
20191015,1894.69,2279.54
20191016,1892.51,2277.08
20191017,1898.58,2284.72
20191018,1897.38,2283.38
20191021,1910.22,2298.94
20191022,1916.79,2306.85
20191023,1921.41,2312.57
20191024,1915.71,2305.72
20191025,1924.04,2315.81
20191028,1931.34,2324.59
20191029,1936.30,2330.59
20191030,1939.61,2334.79
20191031,1931.80,2325.56
20191101,1951.98,2350.16
20191104,1962.60,2363.00
20191105,1963.81,2364.48
20191106,1966.93,2368.55
20191107,1974.42,2378.76
20191108,1980.45,2386.79
20191111,1973.19,2378.05
20191112,1973.37,2378.38
20191113,1972.17,2377.03
20191114,1969.09,2374.21
20191115,1984.50,2393.48
20191118,1984.63,2393.69
20191119,1980.70,2389.18
20191120,1974.63,2381.95
20191121,1975.65,2383.40
20191122,1983.15,2392.47
20191125,1994.12,2406.23
20191126,1995.54,2407.98
20191127,1999.86,2413.61
20191129,1992.46,2405.34
20191202,1981.08,2391.66
20191203,1965.17,2372.61
20191204,1979.74,2390.42
20191205,1982.31,2394.70
20191206,1999.02,2415.09
20191209,1993.53,2408.79
20191210,1992.29,2407.43
20191211,1996.33,2412.36
20191212,2019.11,2440.19
20191213,2012.54,2432.93
20191216,2026.24,2449.60
20191217,2028.48,2452.34
20191218,2025.82,2449.46
20191219,2031.05,2455.94
20191220,2042.16,2469.39
20191223,2042.74,2470.09
20191224,2041.42,2468.83
20191226,2046.40,2474.98
20191227,2046.23,2474.85
20191230,2036.16,2463.22
20191231,2042.47,2471.11
20200102,2050.79,2481.67
20200103,2035.21,2463.29
20200106,2037.49,2466.05
20200107,2029.00,2455.85
20200108,2034.10,2462.11
20200109,2042.17,2473.11
20200110,2035.03,2464.48
20200113,2043.36,2474.58
20200114,2046.24,2478.50
20200115,2048.57,2481.33
20200116,2062.33,2498.12
20200117,2066.03,2502.71
20200121,2056.58,2491.27
20200122,2058.23,2493.38
20200123,2057.21,2492.49
20200124,2038.19,2469.50
20200127,2009.99,2435.33
20200128,2023.09,2451.24
20200129,2014.69,2441.18
20200130,2023.49,2452.39
20200131,1987.15,2408.67
20200203,1993.80,2416.79
20200204,2016.76,2444.64
20200205,2052.16,2487.56
20200206,2052.21,2488.39
20200207,2040.39,2474.44
20200210,2046.25,2482.25
20200211,2054.09,2491.96
20200212,2062.28,2501.99
20200213,2055.61,2495.01
20200214,2053.00,2492.63
20200218,2041.83,2479.34
20200219,2047.59,2486.50
20200220,2045.63,2484.27
20200221,2037.08,2474.02
20200224,1974.68,2398.70
20200225,1912.33,2322.97
20200226,1895.84,2302.93
20200227,1816.20,2206.89
20200228,1787.22,2172.00
20200302,1864.97,2266.59
20200303,1814.75,2205.65
20200304,1892.99,2300.97
20200305,1829.48,2224.62
20200306,1800.19,2189.14
20200309,1656.95,2015.33
20200310,1727.27,2100.98
20200311,1639.73,1994.50
20200312,1476.03,1795.88
20200313,1612.00,1962.26
20200316,1430.48,1741.35
20200317,1520.15,1850.62
20200318,1430.82,1741.90
20200319,1424.00,1733.85
20200320,1358.60,1654.58
20200323,1298.48,1581.36
20200324,1424.11,1734.67
20200325,1452.77,1769.57
20200326,1550.17,1888.34
20200327,1502.53,1830.32
20200330,1550.10,1888.83
20200331,1520.63,1853.11
20200401,1454.42,1772.44
20200402,1493.06,1820.04
20200403,1469.06,1791.27
20200406,1559.79,1901.93
20200407,1563.08,1905.93
20200408,1624.42,1981.64
20200409,1658.77,2024.02
20200413,1628.07,1986.56
20200414,1664.51,2031.46
20200415,1617.59,1974.30
20200416,1616.60,1973.10
20200417,1674.14,2043.43
20200420,1640.63,2002.53
20200421,1595.55,1947.53
20200422,1620.20,1977.73
20200423,1621.70,1979.91
20200424,1641.89,2004.57
20200427,1676.05,2046.33
20200428,1682.06,2053.69
20200429,1715.23,2094.34
20200430,1680.36,2051.81
20200501,1631.23,1992.16
20200504,1627.79,1987.96
20200505,1636.81,1998.98
20200506,1610.76,1967.50
20200507,1622.72,1983.46
20200508,1659.65,2028.78
20200511,1648.59,2015.31
20200512,1614.90,1974.83
20200513,1579.06,1931.17
20200514,1603.27,1961.59
20200515,1601.71,1960.11
20200518,1664.51,2037.46
20200519,1636.12,2003.04
20200520,1660.99,2033.55
20200521,1650.08,2020.44
20200522,1649.69,2020.55
20200526,1690.36,2070.42
20200527,1729.84,2118.78
20200528,1719.81,2106.84
20200529,1721.64,2109.46
20200601,1724.85,2113.57
20200602,1741.86,2134.47
20200603,1775.83,2176.27
20200604,1783.74,2186.91
20200605,1835.42,2250.32
20200608,1867.97,2290.26
20200609,1833.02,2247.75
20200610,1798.36,2205.27
20200611,1680.48,2061.03
20200612,1706.11,2093.56
20200615,1718.84,2109.22
20200616,1751.13,2148.89
20200617,1732.99,2126.63
20200618,1733.19,2126.93
20200619,1719.79,2111.11
20200622,1717.74,2108.59
20200623,1719.57,2110.85
20200624,1670.79,2050.97
20200625,1689.82,2074.52
20200626,1652.50,2028.76
20200629,1680.03,2063.06
20200630,1701.00,2089.07
20200701,1697.91,2085.42
20200702,1705.48,2095.56
20200706,1722.77,2116.81
20200707,1701.10,2090.21
20200708,1705.67,2095.82
20200709,1676.34,2061.04
20200710,1707.42,2099.27
20200713,1711.64,2104.45
20200714,1737.48,2136.83
20200715,1760.32,2164.92
20200716,1762.77,2168.02
20200717,1767.04,2173.44
20200720,1752.57,2155.65
20200721,1772.42,2180.07
20200722,1782.09,2192.08
20200723,1780.46,2190.43
20200724,1763.14,2169.17
20200727,1763.95,2170.17
20200728,1762.71,2168.69
20200729,1781.23,2191.48
20200730,1764.48,2171.42
20200731,1758.25,2164.15
20200803,1763.86,2171.20
20200804,1771.99,2181.20
20200805,1784.56,2196.67
20200806,1783.95,2196.38
20200807,1803.76,2221.20
20200810,1821.10,2242.60
